id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0354,frontend_public_static,frontend/src/components/Services.tsx:44,double,تطبيقات iOS و Android عالية الأداء بتجربة مستخدم استثنائية,High-performance iOS and Android apps with an exceptional user experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0355,frontend_public_static,frontend/src/components/Services.tsx:48,double,تطبيقات أصلية ومتعددة المنصات,Native and Cross-Platform Apps,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0356,frontend_public_static,frontend/src/components/Services.tsx:49,double,تصميم واجهات مستخدم متفاعلة,Interactive UI Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0357,frontend_public_static,frontend/src/components/Services.tsx:50,double,تحسين الأداء وتجربة المستخدم,Performance and User Experience Optimization,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0358,frontend_public_static,frontend/src/components/Services.tsx:58,double,التسويق الرقمي,Digital Marketing,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0359,frontend_public_static,frontend/src/components/Services.tsx:60,double,استراتيجيات تسويق رقمية متكاملة لزيادة الظهور وجذب العملاء وتحقيق النمو,"Integrated digital marketing strategies to increase visibility, attract customers, and drive growth",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0360,frontend_public_static,frontend/src/components/Services.tsx:64,double,تحسين محركات البحث SEO,Search Engine Optimization (SEO),i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0361,frontend_public_static,frontend/src/components/Services.tsx:65,double,إدارة حملات الإعلانات المدفوعة,Paid Advertising Campaign Management,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0362,frontend_public_static,frontend/src/components/Services.tsx:66,double,تحليلات وتقارير الأداء,Performance Analytics and Reporting,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0363,frontend_public_static,frontend/src/components/Services.tsx:74,double,الاستشارات التقنية,Technical Consulting,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0364,frontend_public_static,frontend/src/components/Services.tsx:76,double,نقدم لك الخبرة التقنية اللازمة لتحويل فكرتك إلى مشروع ناجح ومستدام,"We provide the technical expertise needed to turn your idea into a successful, sustainable project",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0365,frontend_public_static,frontend/src/components/Services.tsx:80,double,تحليل المتطلبات وتخطيط المشاريع,Requirements Analysis and Project Planning,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0366,frontend_public_static,frontend/src/components/Services.tsx:81,double,تقييم البنية التحتية التقنية,Technical Infrastructure Assessment,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0367,frontend_public_static,frontend/src/components/Services.tsx:82,double,وضع خارطة طريق رقمية,Digital Roadmap Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0368,frontend_public_static,frontend/src/components/Services.tsx:90,double,تصميم وتطوير مواقع الويب,Web Design and Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0369,frontend_public_static,frontend/src/components/Services.tsx:92,double,مواقع احترافية سريعة، متجاوبة، ومحسنة لتجربة المستخدم ومحركات البحث,"Professional, fast, responsive websites optimized for user experience and search engines",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0370,frontend_public_static,frontend/src/components/Services.tsx:96,double,مواقع سريعة ومتجاوبة,Fast and Responsive Websites,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0371,frontend_public_static,frontend/src/components/Services.tsx:97,double,تصميم واجهات مخصصة,Custom Interface Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0372,frontend_public_static,frontend/src/components/Services.tsx:98,double,تحسين SEO وأمان الموقع,SEO and Website Security Optimization,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0373,frontend_public_static,frontend/src/components/Services.tsx:106,double,تصميم الهوية البصرية,Visual Identity Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0374,frontend_public_static,frontend/src/components/Services.tsx:108,double,نبني هوية بصرية قوية تعكس قيم علامتك وتتميز بك في السوق,We build a strong visual identity that reflects your brand values and helps you stand out in the market,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0375,frontend_public_static,frontend/src/components/Services.tsx:112,double,تصميم الشعارات والهوية البصرية,Logo and Visual Identity Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0376,frontend_public_static,frontend/src/components/Services.tsx:113,double,دليل الهوية البصرية,Brand Guidelines,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0377,frontend_public_static,frontend/src/components/Services.tsx:114,double,تصميم مواد تسويقية,Marketing Collateral Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0378,frontend_public_static,frontend/src/components/Services.tsx:122,double,الأنظمة ولوحات التحكم,Systems and Dashboards,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0379,frontend_public_static,frontend/src/components/Services.tsx:124,double,أنظمة مخصصة ولوحات تحكم ذكية لإدارة العمليات واتخاذ قرارات أدق,Custom systems and smart dashboards for managing operations and making better decisions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0380,frontend_public_static,frontend/src/components/Services.tsx:128,double,لوحات تحكم مخصصة,Custom Dashboards,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0381,frontend_public_static,frontend/src/components/Services.tsx:129,double,أنظمة إدارة المحتوى,Content Management Systems,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0382,frontend_public_static,frontend/src/components/Services.tsx:130,double,تقارير ورسوم بيانية تفاعلية,Interactive Reports and Charts,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0383,frontend_public_static,frontend/src/components/Services.tsx:162,double,تعذر تحميل الخدمات من الخادم,Failed to load services from the server,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0384,frontend_public_static,frontend/src/components/Services.tsx:186,double,لا توجد خدمات متاحة,No services available,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0385,frontend_public_static,frontend/src/components/Services.tsx:187,double,لم نتمكن من تحميل الخدمات,We couldn’t load the services,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0386,frontend_public_static,frontend/src/components/Services.tsx:222,jsx,تصنع النمو,that drive growth,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0387,frontend_public_static,frontend/src/components/Team.tsx:91,double,فشل تحميل أعضاء الفريق. يرجى المحاولة مرة أخرى.,Failed to load team members. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0388,frontend_public_static,frontend/src/components/TeamMemberDialog.tsx:42 | frontend/src/components/team/TeamProfileDrawer.tsx:45,jsx,تفاصيل العضو,Member Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0389,frontend_public_static,frontend/src/components/Technologies.tsx:39 | frontend/src/components/Technologies.tsx:335,double,هندسة الأنظمة,System Engineering,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0390,frontend_public_static,frontend/src/components/Technologies.tsx:42,double,نصمم ونبني أنظمة خلفية قوية وواجهات برمجية منظمة قابلة للتوسع، مع التركيز على الأداء، الأمان، وسهولة الصيانة.,"We design and build robust backend systems and well-structured, scalable APIs, with a focus on performance, security, and maintainability.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0391,frontend_public_static,frontend/src/components/Technologies.tsx:46 | frontend/src/components/Technologies.tsx:330,double,تجربة الواجهة,Frontend Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0392,frontend_public_static,frontend/src/components/Technologies.tsx:49,double,نبني واجهات سريعة، متجاوبة، وأنيقة تمنح المستخدم تجربة واضحة وسلسة على مختلف الأجهزة.,"We build fast, responsive, elegant interfaces that deliver a clear and seamless experience across devices.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0393,frontend_public_static,frontend/src/components/Technologies.tsx:53,double,إدارة البيانات,Data Management,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0394,frontend_public_static,frontend/src/components/Technologies.tsx:56,double,ننظم البيانات بطريقة آمنة ومرنة تساعد المنتج على النمو، التحليل، والتكامل مع الخدمات الأخرى.,"We organize data securely and flexibly to support product growth, analytics, and integration with other services.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0395,frontend_public_static,frontend/src/components/Technologies.tsx:60 | frontend/src/components/team/team-utils.ts:6,double,تطبيقات الجوال,Mobile Applications,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0396,frontend_public_static,frontend/src/components/Technologies.tsx:63,double,نطوّر تطبيقات جوال عملية وسلسة تدعم تجربة المستخدم وتتكامل مع أنظمة المنتج الأساسية.,"We develop practical, smooth mobile applications that enhance the user experience and integrate with core product systems.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0397,frontend_public_static,frontend/src/components/Technologies.tsx:67 | frontend/src/components/Technologies.tsx:340,double,التشغيل والنشر,Operations and Deployment,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0398,frontend_public_static,frontend/src/components/Technologies.tsx:70,double,نضمن نشرًا مستقرًا، مراقبة مستمرة، وبيئة تشغيل تساعد على استقرار المنتج واستمراره.,"We ensure stable deployment, continuous monitoring, and a reliable operating environment that keeps your product running smoothly.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0399,frontend_public_static,frontend/src/components/Technologies.tsx:74 | frontend/src/components/Technologies.tsx:345,double,الذكاء والأتمتة,Intelligence and Automation,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0400,frontend_public_static,frontend/src/components/Technologies.tsx:77,double,نستخدم الأتمتة والذكاء الاصطناعي لتقليل العمل اليدوي، ربط الأنظمة، وتحسين كفاءة التشغيل.,"We use automation and AI to reduce manual work, connect systems, and improve operational efficiency.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0401,frontend_public_static,frontend/src/components/Technologies.tsx:81,double,الذكاء الاصطناعي,Artificial Intelligence,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0402,frontend_public_static,frontend/src/components/Technologies.tsx:84,double,نربط المنتجات بحلول ذكاء اصطناعي عملية تساعد في البحث، التحليل، الدعم، وأتمتة العمليات.,"We integrate products with practical AI solutions for search, analysis, support, and process automation.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0403,frontend_public_static,frontend/src/components/Technologies.tsx:88,double,تقنيات مساعدة,Supporting Technologies,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0404,frontend_public_static,frontend/src/components/Technologies.tsx:91,double,تقنيات وأدوات داعمة نستخدمها حسب احتياج كل منتج لضمان تجربة أفضل واستقرار أعلى.,Supporting technologies and tools selected for each product’s needs to ensure a better experience and greater reliability.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0405,frontend_public_static,frontend/src/components/Technologies.tsx:143,jsx,تقنية,Technology,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0406,frontend_public_static,frontend/src/components/Technologies.tsx:148,jsx,طبقات تقنية,Technology Layers,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0407,frontend_public_static,frontend/src/components/Technologies.tsx:156,jsx,منظومة عمل متكاملة,Integrated Technology Ecosystem,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0408,frontend_public_static,frontend/src/components/Technologies.tsx:241,double,هيكلة نظيفة,Clean Architecture,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0409,frontend_public_static,frontend/src/components/Technologies.tsx:242,double,قابلية توسع,Scalability,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0410,frontend_public_static,frontend/src/components/Technologies.tsx:243,double,أمان متقدم,Advanced Security,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0411,frontend_public_static,frontend/src/components/Technologies.tsx:331,double,نصمم واجهات سريعة، متجاوبة، وتقدم أفضل تجربة للمستخدم.,"We design fast, responsive interfaces that deliver the best possible user experience.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0412,frontend_public_static,frontend/src/components/Technologies.tsx:336,double,نبني أنظمة خلفية قوية وقابلة للتوسع تدعم نمو منتجاتك.,"We build robust, scalable backend systems that support your product’s growth.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0413,frontend_public_static,frontend/src/components/Technologies.tsx:341,double,نضمن نشرًا مستقرًا، مراقبة مستمرة، ونسخًا احتياطيًا يحافظ على استمرارية خدماتك.,"We ensure stable deployment, continuous monitoring, and backups that maintain service continuity.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0414,frontend_public_static,frontend/src/components/Technologies.tsx:346,double,نستخدم الذكاء الاصطناعي والأتمتة لزيادة الكفاءة وتقليل العمل اليدوي.,We use AI and automation to increase efficiency and reduce manual work.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0415,frontend_public_static,frontend/src/components/Technologies.tsx:402,double,فشل تحميل التقنيات. يرجى المحاولة مرة أخرى.,Failed to load technologies. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0416,frontend_public_static,frontend/src/components/Technologies.tsx:441,jsx,جاري تحميل التقنيات...,Loading technologies...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0417,frontend_public_static,frontend/src/components/Testimonials.tsx:53,jsx,نتائج حقيقية,Real Results,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0418,frontend_public_static,frontend/src/components/Testimonials.tsx:90 | frontend/src/components/Testimonials.tsx:157,double,شعار الشركة,Company Logo,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0419,frontend_public_static,frontend/src/components/Testimonials.tsx:104,jsx,ملخص المشروع,Project Summary,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0420,frontend_public_static,frontend/src/components/Testimonials.tsx:109,jsx,تصميم وتجربة المستخدم,Design and User Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0421,frontend_public_static,frontend/src/components/Testimonials.tsx:113,jsx,تطوير موقع احترافي,Professional Website Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0422,frontend_public_static,frontend/src/components/Testimonials.tsx:119,jsx,النتيجة,The Result,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0423,frontend_public_static,frontend/src/components/Testimonials.tsx:121,jsx,تجربة رقمية أكثر وضوحًا واحترافية,A clearer and more professional digital experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0424,frontend_public_static,frontend/src/components/Testimonials.tsx:177,jsx,مشروع تم تسليمه بنجاح,Successfully Delivered Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0425,frontend_public_static,frontend/src/components/Testimonials.tsx:181,jsx,متوسط التقييم من عملائنا,Average Client Rating,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0426,frontend_public_static,frontend/src/components/Testimonials.tsx:185,jsx,قطاعات تنوع في الخبرات,Industries Representing Diverse Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0427,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:6,double,الخدمات,Services,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0428,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:7,double,الأعمال,Work,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0429,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:8 | frontend/src/components/hero/HeroSectionNav.tsx:8,double,التقنيات,Technologies,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0430,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:9,double,العملاء,Clients,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0431,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:10,double,الباقات,Plans,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0432,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:11,double,تواصل,Contact,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0433,frontend_public_static,frontend/src/components/ui/StateViews.tsx:71,single,حدث خطأ,An Error Occurred,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0434,frontend_public_static,frontend/src/components/scroll-snap/ScrollSnapContainer.tsx:210,double,القسم الحالي,Current Section,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0435,frontend_public_static,frontend/src/components/scroll-snap/ScrollSnapContainer.tsx:212,double,تمت زيارته,Visited,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0436,frontend_public_static,frontend/src/components/blog/ArticleCTA.tsx:6,double,حوّل فكرتك إلى منتج رقمي واضح,Turn Your Idea into a Clear Digital Product,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0437,frontend_public_static,frontend/src/components/blog/ArticleCTA.tsx:8,double,فريق Smart Agency يساعدك على التخطيط، التصميم، التطوير، والإطلاق بمنهج عملي ونتائج مضمونة.,"The Smart Agency team helps you plan, design, develop, and launch with a practical approach and reliable results.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0438,frontend_public_static,frontend/src/components/blog/ArticleHero.tsx:71,double,مشاركة المقال,Share Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0439,frontend_public_static,frontend/src/components/blog/AuthorBox.tsx:26,double,فريق المنتجات الرقمية,Digital Products Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0440,frontend_public_static,frontend/src/components/blog/AuthorBox.tsx:26,jsx,"{blog.authorRole || ""فريق المنتجات الرقمية""}","{blog.authorRole || ""Digital Products Team""}",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0441,frontend_public_static,frontend/src/components/blog/BlogEmptyState.tsx:4,jsx,لا توجد مقالات مطابقة,No Matching Articles,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0442,frontend_public_static,frontend/src/components/blog/BlogEmptyState.tsx:5,jsx,جرّب تغيير البحث أو الفلاتر الحالية.,Try changing your search or current filters.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0443,frontend_public_static,frontend/src/components/blog/BlogHero.tsx:32,double,ابحث في المقالات والأدلة...,Search articles and guides...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0444,frontend_public_static,frontend/src/components/blog/BlogInsightCard.tsx:42,double,رؤية عملية من فريق Smart Agency حول بناء منتجات رقمية أفضل.,Practical insights from the Smart Agency team on building better digital products.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0445,frontend_public_static,frontend/src/components/blog/BlogSidebar.tsx:29,jsx,وسوم شائعة,Popular Tags,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0446,frontend_public_static,frontend/src/components/blog/BlogSidebar.tsx:48,jsx,هل لديك فكرة منتج؟,Do you have a product idea?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0447,frontend_public_static,frontend/src/components/blog/CategoryTabs.tsx:12 | frontend/src/components/projects/ProjectsShowcase.tsx:32 | frontend/src/components/projects/ProjectsShowcase.tsx:54 | frontend/src/components/projects/ProjectsShowcase.tsx:64,double,الكل,All,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0448,frontend_public_static,frontend/src/components/blog/FeaturedArticle.tsx:10,jsx,المقال المميز,Featured Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0449,frontend_public_static,frontend/src/components/blog/RelatedArticles.tsx:15,jsx,مقالات ذات صلة,Related Articles,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0450,frontend_public_static,frontend/src/components/blog/TableOfContents.tsx:45,jsx,في هذا المقال,In This Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0451,frontend_public_static,frontend/src/components/blog/blogUtils.ts:4,double,مقال,Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0452,frontend_public_static,frontend/src/components/blog/blogUtils.ts:5,double,دليل عملي,Practical Guide,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0453,frontend_public_static,frontend/src/components/blog/blogUtils.ts:6,double,دراسة حالة,Case Study,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0454,frontend_public_static,frontend/src/components/blog/blogUtils.ts:7,double,رؤية تقنية,Technical Insight,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0455,frontend_public_static,frontend/src/components/blog/blogUtils.ts:8,double,خبر,News,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0456,frontend_public_static,frontend/src/components/blog/blogUtils.ts:23 | frontend/src/components/blog/blogUtils.ts:25,double,فريق Smart Agency,Smart Agency Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0457,frontend_public_static,frontend/src/components/about/AboutHero.tsx:30,double,الاستراتيجية والتخطيط,Strategy and Planning,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0458,frontend_public_static,frontend/src/components/about/AboutHero.tsx:31,double,تصميم واجهات المستخدم UX/UI,UX/UI Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0459,frontend_public_static,frontend/src/components/about/AboutHero.tsx:32,double,التطوير البرمجي المتقن,High-Quality Software Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0460,frontend_public_static,frontend/src/components/about/AboutHero.tsx:33,double,الإطلاق والتشغيل الآمن,Secure Launch and Operations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0461,frontend_public_static,frontend/src/components/about/AboutHero.tsx:34,double,النمو والتحسين المستمر,Growth and Continuous Improvement,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0462,frontend_public_static,frontend/src/components/about/AboutHero.tsx:66,double,نصنع المستقبل الرقمي,Building the Digital Future,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0463,frontend_public_static,frontend/src/components/about/AboutProcess.tsx:94,jsx,المخرج النهائي:,Final Deliverable:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0464,frontend_public_static,frontend/src/components/about/AboutValues.tsx:83,jsx,قيمنا الجوهرية,Our Core Values,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0465,frontend_public_static,frontend/src/components/about/AboutValues.tsx:88,jsx,المبادئ التي,The Principles That,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0466,frontend_public_static,frontend/src/components/about/AboutValues.tsx:247,jsx,قيمة أساسية,Core Value,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0467,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:75,jsx,المهارات الأساسية,Core Skills,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0468,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:92,jsx,مشروع مكتمل,Completed Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0469,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:118,double,عرض الملف المهني,View Professional Profile,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0470,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:120,jsx,عرض الملف,View Profile,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0471,frontend_public_static,frontend/src/components/team/TeamProfileDrawer.tsx:44,jsx,الملف المهني,Professional Profile,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0472,frontend_public_static,frontend/src/components/team/TeamProfileDrawer.tsx:101,jsx,منذ {new Date(member.joinedAt).getFullYear()},Since {new Date(member.joinedAt).getFullYear()},i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0473,frontend_public_static,frontend/src/components/team/TeamSectionHeader.tsx:21,jsx,تجربة رقمية ناجحة,A Successful Digital Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
