id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0870,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:80,double,طلب باقة,Package Request,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0871,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:84,double,منخفضة,Low,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0872,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:85 | frontend/src/admin/pages/leads/LeadsList.tsx:270,double,متوسطة,Medium,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0873,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:86,double,عالية,High,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0874,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:96,double,عاجل,Urgent,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0875,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:97,double,خلال شهر,Within One Month,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0876,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:98,double,2-3 أشهر,2-3 Months,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0877,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:99,double,مرن,Flexible,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0878,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:103,double,واتساب,WhatsApp,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0879,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:104,double,هاتف,Phone,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0880,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:105,double,بريد,Email,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0881,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:106,double,اجتماع,Meeting,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0882,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:110,double,فكرة أولية,Initial Idea,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0883,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:111,double,مشروع قائم,Existing Business,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0884,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:112,double,إعادة تصميم,Redesign,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0885,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:113,double,توسع,Scaling,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0886,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:117,double,فرد,Individual,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0887,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:118,double,شركة ناشئة,Startup,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0888,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:119,double,مشروع صغير,Small Business,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0889,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:120,double,شركة,Company,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0890,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:153,double,تم حذف العميل بنجاح,Lead deleted successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0891,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:157,double,فشل حذف العميل,Failed to delete lead,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0892,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:171,double,تم تحديث بيانات العميل,Lead information updated successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0893,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:174,double,فشل تحديث بيانات العميل,Failed to update lead information,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0894,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:206,template,تم نسخ ${label},Copied ${label},i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0895,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:246,double,النوع,Type,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0896,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:264 | frontend/src/admin/pages/leads/LeadsList.tsx:689,double,الأولوية,Priority,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0897,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:276,double,الخدمة,Service,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0898,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:288,double,المدة,Timeline,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0899,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:367,double,فشل تحميل بيانات العملاء,Failed to load lead data,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0900,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:373,double,إدارة طلبات العملاء والتواصل معهم,Manage customer requests and communications,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0901,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:380 | frontend/src/admin/pages/faqs/FAQsList.tsx:48 | frontend/src/admin/components/layout/Header.tsx:40,double,بحث...,Search...,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0902,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:388,double,جميع الأنواع,All Types,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0903,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:404,double,جميع الحالات,All Statuses,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0904,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:420,double,جميع الخدمات,All Services,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0905,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:436,double,جميع الأولويات,All Priorities,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0906,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:457,double,لا يوجد عملاء محتملين,No leads found,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0907,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:464,jsx,تفاصيل العميل,Lead Details,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0908,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:475,jsx,الاسم,Name,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0909,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:479,jsx,الشركة,Company,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0910,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:487 | frontend/src/admin/pages/leads/LeadsList.tsx:679,double,البريد,Email,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0911,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:495 | frontend/src/admin/pages/leads/LeadsList.tsx:501,jsx | double,الهاتف,Phone,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0912,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:518,jsx,حجم الشركة,Company Size,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0913,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:536,jsx,مرحلة المشروع,Project Stage,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0914,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:544,jsx,هدف المشروع,Project Goal,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0915,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:550,jsx,الموقع الحالي,Current Website,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0916,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:556,jsx,الهوية البصرية,Brand Identity,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0917,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:557,double,متوفرة,Available,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0918,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:557,double,غير متوفرة,Not Available,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0919,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:557,jsx,"{selectedLead.hasBrandIdentity ? ""متوفرة"" : ""غير متوفرة""}","{selectedLead.hasBrandIdentity ? ""Available"" : ""Not Available""}",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0920,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:563,double,جاهز,Ready,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0921,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:563,double,غير جاهز,Not Ready,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0922,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:563,jsx,"{selectedLead.hasContentReady ? ""جاهز"" : ""غير جاهز""}","{selectedLead.hasContentReady ? ""Ready"" : ""Not Ready""}",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0923,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:577,jsx,الميزانية,Budget,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0924,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:582,jsx,المدة المتوقعة,Expected Timeline,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0925,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:590,jsx,تاريخ الإطلاق المتوقع,Expected Launch Date,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0926,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:605,jsx,الطريقة,Method,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0927,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:613,jsx,وقت الاجتماع المفضل,Preferred Meeting Time,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0928,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:619,jsx,سبب التواصل,Contact Reason,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0929,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:637,double,نعم,Yes,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0930,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:637,double,لا,No,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0931,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:648,jsx,الرسالة,Message,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0932,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:655,jsx,ملاحظات,Notes,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0933,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:660,double,أضف ملاحظات...,Add notes...,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0934,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:725,double,حذف العميل,Delete Lead,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0935,frontend_admin_static,frontend/src/admin/pages/leads/LeadsList.tsx:726,double,هل أنت متأكد من حذف بيانات هذا العميل؟,Are you sure you want to delete this lead’s data?,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0936,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:27,double,تم حذف التقنية بنجاح,Technology deleted successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0937,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:30,double,فشل حذف التقنية,Failed to delete technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0938,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:41,double,فشل تحميل التقنيات,Failed to load technologies,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0939,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:46 | frontend/src/admin/components/layout/Breadcrumb.tsx:11 | frontend/src/admin/components/layout/Sidebar.tsx:43,double,التقنيات,Technologies,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0940,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:47,double,إدارة التقنيات المستخدمة في المشاريع,Manage technologies used in projects,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0941,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:49 | frontend/src/admin/pages/technologies/TechnologiesList.tsx:64,double,إضافة تقنية,Add Technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0942,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:64,double,لا توجد تقنيات,No technologies found,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0943,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:64,double,ابدأ بإضافة تقنية جديدة,Start by adding a new technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0944,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:143,double,حذف التقنية,Delete Technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0945,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologiesList.tsx:144,double,هل أنت متأكد من حذف هذه التقنية؟,Are you sure you want to delete this technology?,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0946,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:41,double,قواعد البيانات,Databases,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0947,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:94,double,تم تحديث التقنية,Technology updated successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0948,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:94,double,تم إضافة التقنية,Technology added successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0949,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:98,double,حدث خطأ,An Error Occurred,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0950,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:105,template,"${isEdit ? ""فشل التحديث"" : ""فشل الإضافة""}: ${errorMessage}","${isEdit ? ""Update failed"" : ""Add failed""}: ${errorMessage}",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0951,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:120,double,تعديل التقنية,Edit Technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0952,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:120,double,إضافة تقنية جديدة,Add New Technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0953,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:130,double,يرجى إصلاح الأخطاء في النموذج,Please fix the errors in the form,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0954,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:151,double,مثال: React,Example: React,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0955,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:178,double,اختر التصنيف,Select Category,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0956,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:212,double,وصف مختصر للتقنية,Short description of the technology,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0957,frontend_admin_static,frontend/src/admin/pages/technologies/TechnologyForm.tsx:223,double,تلميح قصير يظهر عند hover للعملاء غير التقنيين,A short tooltip shown on hover for non-technical clients,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0958,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:34,double,الملخص مطلوب,Summary is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0959,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:247,double,تم تحديث المشروع بنجاح,Project updated successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0960,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:247,double,تم إنشاء المشروع بنجاح,Project created successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0961,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:252,double,فشل تحديث المشروع,Failed to update project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0962,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:252,double,فشل إنشاء المشروع,Failed to create project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0963,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:282,double,يرجى تصحيح الأخطاء في النموذج,Please correct the errors in the form,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0964,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:296,double,تعديل المشروع,Edit Project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0965,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:359,double,اسم المشروع,Project Name,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0966,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:394,double,وصف مختصر للمشروع,Short project description,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0967,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:437,jsx,لا توجد تصنيفات معرفة بعد,No categories have been defined yet,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0968,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:457,double,اسم العميل,Client Name,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0969,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:494,jsx,المختارة:,Selected:,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0970,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:608,double,ما هو التحدي الذي واجه العميل؟,What challenge did the client face?,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0971,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:620,double,كيف تم حل المشكلة؟,How was the problem solved?,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0972,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:652,double,العنوان (مثال: توحيد دورة العمل),Title (example: Unified Workflow),i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0973,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:658,double,الوصف (مثال: من البلاغ العام إلى طلب الصيانة ثم الإغلاق داخل منصة واحدة),Description (example: From the initial report to the maintenance request and closure within one platform),i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0974,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:704,double,أدخل الميزة ثم Enter للميزة التالية,"Enter a feature, then press Enter for the next one",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0975,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:870,double,تعليم، تجارة إلكترونية، خدمات...,"Education, e-commerce, services...",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0976,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:895,double,45 يوم، 3 أشهر، 6 أسابيع...,"45 days, 3 months, 6 weeks...",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0977,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:920,jsx,القيمة,Value,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0978,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:933,double,شاشة,Screen,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0979,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:938,jsx,الوصف (اختياري),Description (optional),i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0980,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:942,double,عدد الشاشات المصممة والمطورة,Number of screens designed and developed,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0981,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:990,double,عنوان صفحة المشروع,Project Page Title,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0982,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:1002,double,وصف للظهور في نتائج البحث,Description for search results,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0983,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:1013,double,أدخل الكلمات مفصولة بفواصل,Enter keywords separated by commas,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0984,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:1082,double,تحديث المشروع,Update Project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0985,frontend_admin_static,frontend/src/admin/pages/projects/ProjectForm.tsx:1084,double,إنشاء المشروع,Create Project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0986,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:48,single,تم حذف المشروع بنجاح,Project deleted successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0987,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:52,single,فشل حذف المشروع,Failed to delete project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0988,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:61,single,تم تحديث حالة التمييز,Featured status updated,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0989,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:64,single,فشل تحديث حالة التمييز,Failed to update featured status,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0990,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:73,single,تم تحديث حالة النشر,Publishing status updated,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0991,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:76,single,فشل تحديث حالة النشر,Failed to update publishing status,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0992,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:83,single,المشروع,Project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0993,frontend_admin_static,frontend/src/admin/pages/projects/ProjectsList.tsx:130,single,الترتيب,Order,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
