id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-1902,database_public_cms,projects .json::متجر النجوم تليكوم | projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[5] | seo.keywords[7],إدارة المخزون,Inventory Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1903,database_public_cms,projects .json::متجر النجوم تليكوم | projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[6],إدارة الطلبات,Order Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1904,database_public_cms,projects .json::متجر النجوم تليكوم,seo.keywords[7],لوحة تحكم متجر إلكتروني,E-Commerce Admin Dashboard,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1905,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,title,Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,Mohd.dev — Technical Portfolio and Content Management System,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1906,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,summary,منصة ويب شخصية لمهندس برمجيات تجمع المشاريع والخدمات والتقنيات والمدونة والشهادات والمؤهلات في تجربة واحدة، مع لوحة إدارة متكاملة للتحكم بالمحتوى والنشر والوسائط والتواصل.,"A personal web platform for a software engineer that brings projects, services, technologies, blog content, certifications, and qualifications together in one experience, with an integrated admin dashboard for content, publishing, media, and communication management.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1907,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,challenge,الحاجة إلى تقديم الهوية المهنية والأعمال والخدمات والخبرة التقنية والمحتوى المعرفي في منصة مركزية قابلة للتحديث، بدل الاعتماد على صفحات Portfolio ثابتة أو إدارة أقسام المحتوى بشكل منفصل، مع توفير دورة نشر منظمة وصلاحيات وإدارة وسائط وتواصل من مكان واحد.,"The need was to present professional identity, work, services, technical expertise, and educational content in a centralized and updateable platform instead of relying on static portfolio pages or separately managed content sections, while providing an organized publishing workflow, permissions, media management, and communication from one place.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1908,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,solution,تم بناء منصة ويب عربية متكاملة تعتمد على Next.js للواجهة العامة ولوحة الإدارة، وNestJS كواجهة API مستقلة مع MongoDB. تجمع المنصة إدارة الملف الشخصي والمشاريع والخدمات والتقنيات والمدونة والشهادات والمؤهلات والروابط والأسئلة الشائعة والوسائط ورسائل التواصل، وتضيف نظام صلاحيات متعدد الأدوار، ودورة تحرير ومراجعة وجدولة للمدونة، وتخزين وسائط على Cloudflare R2، إلى جانب أدوات SEO وتتبع التفاعل وسجل العمليات.,"An integrated Arabic web platform was built using Next.js for the public website and admin dashboard, NestJS as an independent API, and MongoDB. It combines profile, project, service, technology, blog, certification, qualification, links, FAQs, media, and contact-message management. It also adds multi-role permissions, an editorial review and scheduling workflow for the blog, Cloudflare R2 media storage, SEO tools, engagement tracking, and an audit log.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1909,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[0].label,مركزية المحتوى المهني,Centralized Professional Content,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1910,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[0].value,جمع إدارة الملف الشخصي والمشاريع والخدمات والتقنيات والشهادات والمؤهلات والمدونة والأسئلة الشائعة والروابط داخل منظومة CMS واحدة.,"Combined profile, project, service, technology, certification, qualification, blog, FAQ, and link management in one CMS.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1911,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[1].label,دورة نشر منظمة,Structured Publishing Workflow,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1912,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[1].value,دعم المسودات والمراجعة وطلب التعديلات والاعتماد والجدولة والنشر، مع الحفظ التلقائي والإصدارات وإمكانية استعادة النسخ السابقة.,"Supports drafts, review, change requests, approval, scheduling, and publishing, with autosave, versioning, and previous-version restoration.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1913,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[2].value,توزيع عمليات إنشاء المحتوى ومراجعته ونشره وإدارة النظام على أدوار وصلاحيات مستقلة.,"Distributes content creation, review, publishing, and system administration across separate roles and permissions.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1914,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[3].label,إدارة وسائط موحدة,Unified Media Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1915,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[3].value,رفع الصور والمستندات إلى مكتبة مركزية مع تحسين الصور وربط استخدامها بالمحتوى وإمكانية اكتشاف وتنظيف الملفات غير المستخدمة.,"Uploads images and documents to a centralized library with image optimization, content-usage tracking, and the ability to identify and clean unused files.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1916,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[4].label,جاهزية المحتوى للاكتشاف,Content Discovery Readiness,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1917,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[4].value,توفير Metadata وCanonical URLs وOpen Graph وStructured Data وSitemap وRobots وRSS للمحتوى العام.,"Provides Metadata, Canonical URLs, Open Graph, Structured Data, Sitemap, Robots, and RSS for public content.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1918,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[5].label,متابعة النشاط والتفاعل,Activity and Engagement Tracking,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1919,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,results[5].value,تجميع مشاهدات المشاريع والمقالات ونقرات الروابط وإحصائيات المحتوى داخل لوحة التحكم، مع سجل تدقيقي للعمليات الإدارية.,"Aggregates project and article views, link clicks, and content statistics inside the dashboard, with an audit trail for administrative actions.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1920,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[0],واجهة Portfolio عربية لعرض المشاريع والخدمات والتقنيات والخبرة المهنية,"Arabic portfolio interface for showcasing projects, services, technologies, and professional experience",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1921,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[1],لوحة إدارة مركزية للمحتوى والوسائط والتواصل,"Central admin dashboard for content, media, and communication",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1922,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[2],إدارة الشهادات المهنية والمؤهلات الأكاديمية وصفحات التفاصيل الخاصة بها,Professional certification and academic qualification management with dedicated detail pages,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1923,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[3],مدونة تقنية متقدمة تعتمد Markdown وتدعم الأكواد والمخططات والجداول والوسائط,"Advanced technical blog using Markdown with support for code, diagrams, tables, and media",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1924,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[4],دورة تحرير ومراجعة واعتماد وجدولة ونشر للمقالات مع الحفظ التلقائي والإصدارات,"Editorial review, approval, scheduling, and publishing workflow with autosave and versioning",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1925,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[5],نظام تسجيل دخول وصلاحيات متعدد الأدوار للمحررين والمديرين,Multi-role authentication and permission system for editors and administrators,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1926,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[6],مكتبة وسائط مرتبطة بـ Cloudflare R2 مع معالجة وتحسين الصور ودعم ملفات PDF,Cloudflare R2-backed media library with image processing and optimization plus PDF support,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1927,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[7],نظام تواصل مع مكافحة الرسائل المزعجة وCloudflare Turnstile وإشعارات البريد الإلكتروني,"Contact system with anti-spam protection, Cloudflare Turnstile, and email notifications",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1928,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[8],بحث وفلاتر وترتيب وتقسيم صفحات لموارد لوحة الإدارة والمحتوى,"Search, filtering, sorting, and pagination for admin and content resources",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1929,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[9],SEO ديناميكي مع Structured Data وSitemap وRobots وRSS,"Dynamic SEO with Structured Data, Sitemap, Robots, and RSS",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1930,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[10],لوحة إحصائيات لمتابعة المحتوى والمشاهدات ونقرات الروابط والرسائل,"Analytics dashboard for content, views, link clicks, and messages",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1931,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,features[11],سجل تدقيقي للعمليات والتغييرات الإدارية,Audit trail for administrative actions and changes,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1932,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,industry,الخدمات التقنية والبرمجيات,Technology Services and Software,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1933,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,stats[0].label,واجهات الويب,Web Interfaces,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1934,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,stats[0].description,واجهة عامة ولوحة إدارة ضمن تطبيق Next.js,Public interface and admin dashboard within a Next.js application,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1935,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,stats[1].label,أدوار النظام,System Roles,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1936,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,stats[1].description,Admin وEditor وPublisher وReviewer وAuthor,"Admin, Editor, Publisher, Reviewer, and Author",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1937,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,stats[2].label,وحدات الباك إند,Backend Modules,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1938,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,stats[2].description,وحدات وظيفية مستقلة داخل Backend NestJS,Independent functional modules within the NestJS Backend,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1939,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,seo.metaTitle,Mohd.dev | موقع Portfolio تقني ونظام إدارة محتوى,Mohd.dev | Technical Portfolio and Content Management System,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1940,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,seo.metaDescription,منصة Portfolio عربية لمهندس برمجيات تعرض المشاريع والخدمات والمدونة والشهادات والخبرة المهنية، مع لوحة إدارة متكاملة ونظام نشر ومكتبة وسائط وBackend API.,"An Arabic portfolio platform for a software engineer showcasing projects, services, blog content, certifications, and professional experience, with an integrated admin dashboard, publishing system, media library, and Backend API.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1941,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,seo.keywords[1],موقع شخصي للمبرمج,Programmer Personal Website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1942,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,seo.keywords[2],Portfolio مطور برمجيات,Software Developer Portfolio,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1943,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى | projects .json::موقع الوصابي للتجارة | projects .json::موقع أساس الأعماق للمقاولات,seo.keywords[3] | seo.keywords[4],نظام إدارة محتوى,Content Management System,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1944,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,seo.keywords[4],مدونة تقنية,Technical Blog,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1945,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى | projects .json::موقع الوصابي للتجارة | projects .json::موقع إيمان جميل الشخصي ومعرض الأعمال,seo.keywords[8] | seo.keywords[5] | seo.keywords[7],لوحة تحكم,Admin Dashboard,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1946,database_public_cms,projects .json::Mohd.dev — موقع Portfolio تقني ونظام إدارة محتوى,seo.keywords[9],هندسة البرمجيات,Software Engineering,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1947,database_public_cms,projects .json::موقع الوصابي للتجارة,title | seo.keywords[0],موقع الوصابي للتجارة,Al-Wasabi Trading Website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1948,database_public_cms,projects .json::موقع الوصابي للتجارة,summary,موقع مؤسسي ثنائي اللغة للوصابي للتجارة، يعرّف بالشركة ويقدم كتالوجًا رقميًا للمنتجات والعلامات التجارية ومدونة متكاملة، مع لوحة إدارة مركزية لتحديث المحتوى وإدارته.,"A bilingual corporate website for Al-Wasabi Trading that introduces the company and provides a digital catalog of products and brands plus an integrated blog, with a centralized admin dashboard for updating and managing content.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1949,database_public_cms,projects .json::موقع الوصابي للتجارة,challenge,الحاجة إلى تقديم هوية الوصابي للتجارة ومنتجاتها وعلاماتها التجارية وشبكة توزيعها ومحتواها في موقع مركزي ثنائي اللغة، مع تمكين فريق الشركة من إدارة الكتالوج والمدونة والوسائط والمحتوى الإداري دون الاعتماد على تعديل صفحات الموقع برمجيًا في كل تحديث.,"The need was to present Al-Wasabi Trading’s identity, products, brands, distribution network, and content through one centralized bilingual website while enabling the company team to manage the catalog, blog, media, and administrative content without requiring code changes for every update.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1950,database_public_cms,projects .json::موقع الوصابي للتجارة,solution,تم بناء منظومة ويب مكونة من موقع عام ثنائي اللغة، ولوحة إدارة مستقلة، وواجهة API مركزية. يعرض الموقع معلومات الشركة وكتالوج المنتجات والعلامات والفئات والفروع والمدونة ويوجه طلبات عروض الأسعار إلى واتساب، بينما تتيح لوحة الإدارة إدارة المحتوى والوسائط والمستخدمين والصلاحيات وحالات النشر. ويتولى الـAPI تخزين البيانات في PostgreSQL، وإدارة المصادقة والصلاحيات، ومعالجة الصور، وتوفير المحتوى للموقع بشكل منظم.,"A web ecosystem was built consisting of a bilingual public website, an independent admin dashboard, and a centralized API. The site presents company information, the product catalog, brands, categories, branches, and blog, and routes quotation requests to WhatsApp. The admin dashboard manages content, media, users, permissions, and publishing states. The API stores data in PostgreSQL, handles authentication and permissions, processes images, and serves structured content to the website.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1951,database_public_cms,projects .json::موقع الوصابي للتجارة,results[0].label,إدارة مركزية للمحتوى,Centralized Content Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1952,database_public_cms,projects .json::موقع الوصابي للتجارة,results[0].value,إتاحة إدارة المنتجات والفئات والعلامات والمدونة والوسائط والإعدادات من لوحة تحكم واحدة بدل ربط المحتوى مباشرة بالكود.,"Manage products, categories, brands, blog content, media, and settings from one dashboard instead of coupling content directly to code.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1953,database_public_cms,projects .json::موقع الوصابي للتجارة,results[1].label,تجربة ثنائية اللغة,Bilingual Experience,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1954,database_public_cms,projects .json::موقع الوصابي للتجارة,results[1].value,توفير محتوى ومسارات وبيانات SEO منفصلة بالعربية والإنجليزية للمنتجات والفئات والمقالات.,"Separate Arabic and English content, routes, and SEO data for products, categories, and articles.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1955,database_public_cms,projects .json::موقع الوصابي للتجارة,results[2].label,كتالوج رقمي قابل للبحث,Searchable Digital Catalog,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1956,database_public_cms,projects .json::موقع الوصابي للتجارة,results[2].value,تنظيم المنتجات داخل فئات وعلامات تجارية مع البحث والتصفية والتنقل إلى صفحات تفاصيل مستقلة دون تحويل الموقع إلى متجر إلكتروني.,"Organize products into categories and brands with search, filtering, and dedicated detail pages without turning the website into an e-commerce store.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1957,database_public_cms,projects .json::موقع الوصابي للتجارة,results[3].label,حوكمة الإدارة,Administration Governance,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1958,database_public_cms,projects .json::موقع الوصابي للتجارة,results[3].value,فصل صلاحيات المستخدمين عبر الأدوار والصلاحيات مع تسجيل النشاطات الإدارية وحالات واضحة لنشر المحتوى.,"Separate user access through roles and permissions, record administrative activity, and maintain clear content-publishing states.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1959,database_public_cms,projects .json::موقع الوصابي للتجارة,results[4].label,توحيد إدارة الوسائط,Unified Media Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1960,database_public_cms,projects .json::موقع الوصابي للتجارة,results[4].value,توفير مكتبة وسائط مركزية مع تحسين الصور وإنشاء أحجام متعددة وإمكانية استخدام تخزين S3-compatible.,"A centralized media library with image optimization, multiple generated sizes, and S3-compatible storage support.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1961,database_public_cms,projects .json::موقع الوصابي للتجارة,features[0],موقع مؤسسي متجاوب يدعم العربية والإنجليزية وRTL,"Responsive corporate website supporting Arabic, English, and RTL",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1962,database_public_cms,projects .json::موقع الوصابي للتجارة,features[1],كتالوج منتجات رقمي بدون أسعار أو عمليات شراء,Digital product catalog without prices or purchasing flows,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1963,database_public_cms,projects .json::موقع الوصابي للتجارة,features[2],إدارة الفئات والعلامات التجارية وصفحات تفاصيل المنتجات,"Category, brand, and product-detail page management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1964,database_public_cms,projects .json::موقع الوصابي للتجارة,features[3],البحث عن المنتجات والتصفية حسب الفئة والعلامة التجارية,Product search and filtering by category and brand,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1965,database_public_cms,projects .json::موقع الوصابي للتجارة,features[4],مدونة متكاملة مع تصنيفات ووسوم ومحرر محتوى غني,"Integrated blog with categories, tags, and rich-content editor",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1966,database_public_cms,projects .json::موقع الوصابي للتجارة,features[5],إدارة حالات نشر المحتوى والمسودات والمحتوى المميز,"Publishing-state, draft, and featured-content management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1967,database_public_cms,projects .json::موقع الوصابي للتجارة,features[6],إدارة SEO مستقلة للمحتوى العربي والإنجليزي,Independent SEO management for Arabic and English content,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1968,database_public_cms,projects .json::موقع الوصابي للتجارة,features[7],مكتبة وسائط مع معالجة الصور وإنشاء أحجام متعددة,Media library with image processing and multiple generated sizes,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1969,database_public_cms,projects .json::موقع الوصابي للتجارة,features[8],إدارة المستخدمين والأدوار والصلاحيات,"User, role, and permission management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1970,database_public_cms,projects .json::موقع الوصابي للتجارة,features[9],Dashboard وسجل للعمليات والتغييرات الإدارية,Dashboard and administrative audit log,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1971,database_public_cms,projects .json::موقع الوصابي للتجارة,features[10],طلب عرض سعر والتواصل المباشر عبر WhatsApp,Request a quotation and contact directly through WhatsApp,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1972,database_public_cms,projects .json::موقع الوصابي للتجارة,features[11],استيراد بيانات الكتالوج من ملفات CSV وXLSX,Catalog data import from CSV and XLSX files,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1973,database_public_cms,projects .json::موقع الوصابي للتجارة,clientName | seo.keywords[1],الوصابي للتجارة,Al-Wasabi Trading,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1974,database_public_cms,projects .json::موقع الوصابي للتجارة,industry,التجارة والتوزيع,Trading and Distribution,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1975,database_public_cms,projects .json::موقع الوصابي للتجارة,stats[0].description,موقع عام ولوحة إدارة وواجهة API مستقلة,"Public website, admin dashboard, and independent API",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1976,database_public_cms,projects .json::موقع الوصابي للتجارة | projects .json::موقع أساس الأعماق للمقاولات,stats[1].label | stats[0].label,اللغات,Languages,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1977,database_public_cms,projects .json::موقع الوصابي للتجارة,stats[1].description,العربية والإنجليزية,Arabic and English,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1978,database_public_cms,projects .json::موقع الوصابي للتجارة,stats[2].label,الأدوار الإدارية الافتراضية,Default Administrative Roles,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1979,database_public_cms,projects .json::موقع الوصابي للتجارة,stats[2].description,Super Admin وContent Manager وBlog Editor,"Super Admin, Content Manager, and Blog Editor",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1980,database_public_cms,projects .json::موقع الوصابي للتجارة,seo.metaTitle,موقع الوصابي للتجارة | موقع مؤسسي وكتالوج رقمي,Al-Wasabi Trading | Corporate Website and Digital Catalog,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1981,database_public_cms,projects .json::موقع الوصابي للتجارة,seo.metaDescription,تطوير موقع ثنائي اللغة للوصابي للتجارة يضم كتالوج منتجات وعلامات تجارية ومدونة ولوحة إدارة متكاملة لإدارة المحتوى والوسائط والمستخدمين والصلاحيات.,"A bilingual website for Al-Wasabi Trading featuring a product catalog, brands, a blog, and an integrated admin dashboard for content, media, user, and permission management.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1982,database_public_cms,projects .json::موقع الوصابي للتجارة,seo.keywords[2],موقع شركات,Corporate Website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1983,database_public_cms,projects .json::موقع الوصابي للتجارة | projects .json::موقع أساس الأعماق للمقاولات,seo.keywords[6] | seo.keywords[3],موقع ثنائي اللغة,Bilingual Website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1984,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,title,موقع أساس الأعماق للمقاولات,Asas Al-Amaq Contracting Website,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1985,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,summary,موقع مؤسسي ثنائي اللغة لشركة أساس الأعماق للمقاولات، يعرض خدمات هندسة الأرض والمشاريع الميدانية، مع لوحة إدارة ومدونة ومكتبة وسائط لإدارة المحتوى ودعم الظهور في محركات البحث.,"A bilingual corporate website for Asas Al-Amaq Contracting that showcases geotechnical engineering services and field projects, with an admin dashboard, blog, and media library for content management and search-engine visibility.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
